city_id,city,extract_date,temperature,humidity,wind,description,sunrise,sunset,snow,rain,cloud
1850144,tokyo,2025-06-20 12:48:38.322787,27.59,66,6.17,broken clouds,1750361127,1750413599,0,0,75
