city_id,city,extract_date,temperature,humidity,wind,description,sunrise,sunset,snow,rain,cloud
2542997,marrakesh,2025-06-20 12:48:43.603118,27.04,57,3.6,scattered clouds,1750397234,1750448399,0,0,40
